#﻿"d.primaryDomainId + ""-"" + dr.primaryDomainId"
mondo.0000004-drugbank.DB01708
mondo.0000745-drugbank.DB01364
mondo.0000745-drugbank.DB04880
mondo.0000745-drugbank.DB00988
mondo.0000745-drugbank.DB00841
mondo.0000745-drugbank.DB00343
mondo.0000745-drugbank.DB01136
mondo.0000745-drugbank.DB00575
mondo.0000745-drugbank.DB00572
mondo.0000745-drugbank.DB00326
mondo.0000745-drugbank.DB01164
mondo.0000745-drugbank.DB01223
mondo.0000745-drugbank.DB01064
mondo.0000745-drugbank.DB11264
mondo.0000745-drugbank.DB00258
mondo.0000745-drugbank.DB13231
mondo.0000754-drugbank.DB00537
mondo.0000755-drugbank.DB00563
mondo.0000775-drugbank.DB02745
mondo.0000775-drugbank.DB00885
mondo.0000775-drugbank.DB00635
mondo.0000775-drugbank.DB14631
mondo.0000775-drugbank.DB00959
mondo.0000775-drugbank.DB00920
mondo.0000775-drugbank.DB00951
mondo.0000775-drugbank.DB00668
mondo.0000775-drugbank.DB00271
mondo.0000775-drugbank.DB06151
mondo.0000775-drugbank.DB00513
mondo.0000775-drugbank.DB06973
mondo.0000812-drugbank.DB00795
mondo.0000812-drugbank.DB00812
mondo.0000819-drugbank.DB00158
mondo.0000827-drugbank.DB12127
mondo.0000827-drugbank.DB00684
mondo.0000827-drugbank.DB01032
mondo.0000827-drugbank.DB00487
mondo.0000827-drugbank.DB01165
mondo.0000827-drugbank.DB09255
mondo.0000827-drugbank.DB00446
mondo.0000827-drugbank.DB01212
mondo.0000827-drugbank.DB00493
mondo.0000827-drugbank.DB00671
mondo.0000827-drugbank.DB00537
mondo.0000827-drugbank.DB00415
mondo.0000827-drugbank.DB07565
mondo.0000827-drugbank.DB00138
mondo.0000831-drugbank.DB08059
mondo.0000831-drugbank.DB14066
mondo.0000831-drugbank.DB00624
mondo.0000831-drugbank.DB00790
mondo.0000831-drugbank.DB00806
mondo.0000831-drugbank.DB00208
mondo.0000831-drugbank.DB00489
mondo.0000831-drugbank.DB00641
mondo.0000831-drugbank.DB00435
mondo.0000831-drugbank.DB00401
mondo.0000831-drugbank.DB00678
mondo.0000831-drugbank.DB01115
mondo.0000831-drugbank.DB01088
mondo.0000831-drugbank.DB01050
mondo.0000831-drugbank.DB01005
mondo.0000831-drugbank.DB01039
mondo.0000831-drugbank.DB00977
mondo.0000831-drugbank.DB15404
mondo.0000831-drugbank.DB09260
mondo.0000831-drugbank.DB06779
mondo.0000831-drugbank.DB06005
mondo.0000831-drugbank.DB01225
mondo.0000831-drugbank.DB01109
mondo.0000831-drugbank.DB00407
mondo.0000831-drugbank.DB01159
mondo.0000831-drugbank.DB01240
mondo.0000831-drugbank.DB00975
mondo.0000831-drugbank.DB00320
mondo.0000831-drugbank.DB00692
mondo.0000831-drugbank.DB00586
mondo.0000831-drugbank.DB09255
mondo.0000831-drugbank.DB00945
mondo.0000831-drugbank.DB01166
mondo.0000831-drugbank.DB00316
mondo.0000831-drugbank.DB01125
mondo.0000831-drugbank.DB00006
mondo.0000831-drugbank.DB02656
mondo.0000831-drugbank.DB00946
mondo.0000831-drugbank.DB00266
mondo.0000831-drugbank.DB00682
mondo.0000831-drugbank.DB01393
mondo.0000831-drugbank.DB06730
mondo.0000837-drugbank.DB01392
mondo.0000837-drugbank.DB12695
mondo.0000837-drugbank.DB02513
mondo.0000837-drugbank.DB00877
mondo.0000837-drugbank.DB00282
mondo.0000837-drugbank.DB11457
mondo.0000837-drugbank.DB15335
mondo.0000837-drugbank.DB06803
mondo.0000837-drugbank.DB01097
mondo.0000837-drugbank.DB01050
mondo.0000837-drugbank.DB04703
mondo.0000837-drugbank.DB04115
mondo.0000837-drugbank.DB00720
mondo.0000837-drugbank.DB00630
mondo.0000837-drugbank.DB09061
mondo.0000837-drugbank.DB06973
mondo.0000845-drugbank.DB00282
mondo.0000845-drugbank.DB00630
mondo.0000859-drugbank.DB00134
mondo.0000866-drugbank.DB00635
mondo.0000878-drugbank.DB01032
mondo.0000878-drugbank.DB00529
mondo.0000878-drugbank.DB00369
mondo.0000878-drugbank.DB01004
mondo.0000878-drugbank.DB06759
mondo.0000879-drugbank.DB00196
mondo.0000889-drugbank.DB01053
mondo.0000889-drugbank.DB01082
mondo.0000889-drugbank.DB00607
mondo.0000889-drugbank.DB07565
mondo.0000889-drugbank.DB00446
mondo.0000889-drugbank.DB01212
mondo.0000889-drugbank.DB00493
mondo.0000889-drugbank.DB00267
mondo.0000889-drugbank.DB00578
mondo.0000889-drugbank.DB00415
mondo.0000918-drugbank.DB00614
mondo.0000918-drugbank.DB04272
mondo.0000918-drugbank.DB15759
mondo.0000918-drugbank.DB00916
mondo.0000918-drugbank.DB00438
mondo.0000918-drugbank.DB01597
mondo.0000918-drugbank.DB01330
mondo.0000918-drugbank.DB01598
mondo.0000918-drugbank.DB01212
mondo.0000918-drugbank.DB00355
mondo.0000918-drugbank.DB01331
mondo.0000920-drugbank.DB00544
mondo.0000920-drugbank.DB09257
mondo.0000922-drugbank.DB01053
mondo.0000922-drugbank.DB01032
mondo.0000922-drugbank.DB00916
mondo.0000922-drugbank.DB01165
mondo.0000922-drugbank.DB00955
mondo.0000922-drugbank.DB00456
mondo.0000922-drugbank.DB00479
mondo.0000940-drugbank.DB00738
mondo.0000940-drugbank.DB13110
mondo.0000942-drugbank.DB00305
mondo.0000942-drugbank.DB01026
mondo.0000942-drugbank.DB00826
mondo.0000942-drugbank.DB01234
mondo.0000942-drugbank.DB00681
mondo.0000945-drugbank.DB13124
mondo.0000945-drugbank.DB04665
mondo.0000945-drugbank.DB13764
mondo.0000948-drugbank.DB00091
mondo.0000948-drugbank.DB13853
mondo.0001461-drugbank.DB08933
mondo.0001461-drugbank.DB01127
mondo.0001461-drugbank.DB00857
mondo.0001461-drugbank.DB01026
mondo.0001461-drugbank.DB00735
mondo.0001461-drugbank.DB04815
mondo.0001461-drugbank.DB00443
mondo.0001461-drugbank.DB00741
mondo.0001461-drugbank.DB09345
mondo.0001461-drugbank.DB01380
mondo.0001461-drugbank.DB01110
mondo.0001461-drugbank.DB00257
mondo.0001461-drugbank.DB00525
mondo.0001461-drugbank.DB00793
mondo.0001461-drugbank.DB00400
mondo.0001461-drugbank.DB01091
mondo.0001461-drugbank.DB09321
mondo.0001461-drugbank.DB00239
mondo.0001461-drugbank.DB01188
mondo.0001461-drugbank.DB06820
mondo.0001461-drugbank.DB13860
mondo.0001461-drugbank.DB14006
mondo.0001461-drugbank.DB00936
mondo.0001461-drugbank.DB01086
mondo.0001461-drugbank.DB11117
mondo.0001475-drugbank.DB04942
mondo.0001475-drugbank.DB00806
mondo.0001475-drugbank.DB00641
mondo.0001475-drugbank.DB00487
mondo.0001475-drugbank.DB00158
mondo.0001475-drugbank.DB00863
mondo.0001475-drugbank.DB00437
mondo.0001475-drugbank.DB00515
mondo.0001475-drugbank.DB00537
mondo.0001475-drugbank.DB01406
mondo.0001476-drugbank.DB11672
mondo.0001484-drugbank.DB00831
mondo.0001484-drugbank.DB00391
mondo.0001484-drugbank.DB00246
mondo.0001484-drugbank.DB00850
mondo.0001484-drugbank.DB00679
mondo.0001484-drugbank.DB13403
mondo.0001484-drugbank.DB00734
mondo.0001484-drugbank.DB00623
mondo.0001484-drugbank.DB00408
mondo.0001484-drugbank.DB14509
mondo.0001484-drugbank.DB00502
mondo.0001484-drugbank.DB00829
mondo.0001484-drugbank.DB00363
mondo.0001484-drugbank.DB00245
mondo.0001484-drugbank.DB13841
mondo.0001484-drugbank.DB01068
mondo.0001484-drugbank.DB00564
mondo.0001484-drugbank.DB00321
mondo.0001484-drugbank.DB01239
mondo.0001484-drugbank.DB00477
mondo.0001505-drugbank.DB00277
mondo.0001505-drugbank.DB00860
mondo.0001509-drugbank.DB06343
mondo.0001516-drugbank.DB12116
mondo.0001516-drugbank.DB11672
mondo.0001516-drugbank.DB15528
mondo.0001516-drugbank.DB13161
mondo.0001516-drugbank.DB15305
mondo.0001517-drugbank.DB00779
mondo.0001517-drugbank.DB01059
mondo.0001517-drugbank.DB00415
mondo.0001517-drugbank.DB00537
mondo.0001517-drugbank.DB01165
mondo.0001529-drugbank.DB00115
mondo.0001529-drugbank.DB00571
mondo.0001529-drugbank.DB04942
mondo.0001529-drugbank.DB00635
mondo.0001529-drugbank.DB06412
mondo.0001529-drugbank.DB00959
mondo.0001529-drugbank.DB00650
mondo.0001529-drugbank.DB00763
mondo.0001529-drugbank.DB13710
mondo.0001529-drugbank.DB13586
mondo.0001529-drugbank.DB01406
mondo.0001531-drugbank.DB00682
mondo.0001531-drugbank.DB00755
mondo.0001531-drugbank.DB00035
mondo.0001531-drugbank.DB01169
mondo.0001535-drugbank.DB11397
mondo.0001548-drugbank.DB01421
mondo.0001548-drugbank.DB00994
mondo.0001548-drugbank.DB00199
mondo.0001549-drugbank.DB00860
mondo.0001549-drugbank.DB00975
mondo.0001549-drugbank.DB00945
mondo.0001549-drugbank.DB00515
mondo.0001556-drugbank.DB00457
mondo.0001566-drugbank.DB00277
mondo.0001566-drugbank.DB00571
mondo.0001566-drugbank.DB00282
mondo.0001566-drugbank.DB00635
mondo.0001566-drugbank.DB00860
mondo.0001566-drugbank.DB00104
mondo.0001566-drugbank.DB00741
mondo.0001566-drugbank.DB00720
mondo.0001566-drugbank.DB00945
mondo.0001566-drugbank.DB00136
mondo.0001566-drugbank.DB00974
mondo.0001566-drugbank.DB00710
mondo.0001566-drugbank.DB00608
mondo.0001566-drugbank.DB05260
mondo.0001566-drugbank.DB00695
mondo.0001566-drugbank.DB00328
mondo.0001567-drugbank.DB01390
mondo.0001567-drugbank.DB01373
mondo.0001571-drugbank.DB00675
mondo.0001571-drugbank.DB00499
mondo.0001571-drugbank.DB01200
mondo.0001572-drugbank.DB00302
mondo.0001572-drugbank.DB00675
mondo.0001572-drugbank.DB01115
mondo.0001572-drugbank.DB00007
mondo.0001572-drugbank.DB00014
mondo.0001572-drugbank.DB00590
mondo.0001572-drugbank.DB00925
mondo.0001572-drugbank.DB11672
mondo.0001572-drugbank.DB01406
mondo.0001572-drugbank.DB01645
mondo.0001577-drugbank.DB14644
mondo.0001577-drugbank.DB00811
mondo.0001577-drugbank.DB00110
mondo.0001586-drugbank.DB00090
mondo.0001590-drugbank.DB00181
mondo.0001593-drugbank.DB00456
mondo.0001593-drugbank.DB00578
mondo.0001595-drugbank.DB04844
mondo.0001595-drugbank.DB00831
mondo.0001595-drugbank.DB00679
mondo.0001595-drugbank.DB13557
mondo.0001595-drugbank.DB00387
mondo.0001595-drugbank.DB00206
mondo.0001595-drugbank.DB09407
mondo.0001595-drugbank.DB00981
mondo.0001595-drugbank.DB00422
mondo.0001595-drugbank.DB00927
mondo.0001595-drugbank.DB00502
mondo.0001595-drugbank.DB00829
mondo.0001595-drugbank.DB00245
mondo.0001595-drugbank.DB00363
mondo.0001595-drugbank.DB00810
mondo.0001595-drugbank.DB00477
mondo.0001596-drugbank.DB01100
mondo.0001596-drugbank.DB04842
mondo.0001596-drugbank.DB01183
mondo.0001596-drugbank.DB00409
mondo.0001597-drugbank.DB00388
mondo.0001601-drugbank.DB00608
mondo.0001601-drugbank.DB01611
mondo.0001609-drugbank.DB00684
mondo.0001609-drugbank.DB01607
mondo.0001609-drugbank.DB04570
mondo.0001609-drugbank.DB01698
mondo.0001609-drugbank.DB00479
mondo.0001612-drugbank.DB00435
mondo.0001613-drugbank.DB15404
mondo.0001613-drugbank.DB09260
mondo.0001613-drugbank.DB06779
mondo.0001613-drugbank.DB06005
mondo.0001613-drugbank.DB01225
mondo.0001613-drugbank.DB01109
mondo.0001613-drugbank.DB00407
mondo.0001617-drugbank.DB00727
mondo.0001617-drugbank.DB00687
mondo.0001627-drugbank.DB00656
mondo.0001627-drugbank.DB00679
mondo.0001627-drugbank.DB01183
mondo.0001627-drugbank.DB13588
mondo.0001627-drugbank.DB00118
mondo.0001627-drugbank.DB00734
mondo.0001627-drugbank.DB00408
mondo.0001627-drugbank.DB00393
mondo.0001627-drugbank.DB01043
mondo.0001627-drugbank.DB00502
mondo.0001627-drugbank.DB11672
mondo.0001627-drugbank.DB01136
mondo.0001627-drugbank.DB00363
mondo.0001627-drugbank.DB11273
mondo.0001627-drugbank.DB12131
mondo.0001627-drugbank.DB01049
mondo.0001627-drugbank.DB00915
mondo.0001627-drugbank.DB06750
mondo.0001628-drugbank.DB00857
mondo.0001628-drugbank.DB01110
mondo.0001628-drugbank.DB00196
mondo.0001628-drugbank.DB01026
mondo.0001628-drugbank.DB01167
mondo.0001628-drugbank.DB00400
mondo.0001632-drugbank.DB00132
mondo.0001648-drugbank.DB00582
mondo.0001648-drugbank.DB00362
mondo.0001648-drugbank.DB00196
mondo.0001648-drugbank.DB01141
mondo.0001648-drugbank.DB01167
mondo.0001648-drugbank.DB00520
mondo.0001648-drugbank.DB00681
mondo.0001650-drugbank.DB13694
mondo.0001657-drugbank.DB00309
mondo.0001657-drugbank.DB00444
mondo.0001657-drugbank.DB00853
mondo.0001657-drugbank.DB00806
mondo.0001657-drugbank.DB04572
mondo.0001657-drugbank.DB01168
mondo.0001657-drugbank.DB12083
mondo.0001657-drugbank.DB01206
mondo.0001657-drugbank.DB00328
mondo.0001657-drugbank.DB01181
mondo.0001657-drugbank.DB00563
mondo.0001657-drugbank.DB05076
mondo.0001657-drugbank.DB00773
mondo.0001657-drugbank.DB03467
mondo.0001657-drugbank.DB00997
mondo.0001657-drugbank.DB11672
mondo.0001657-drugbank.DB01234
mondo.0001657-drugbank.DB00694
mondo.0001657-drugbank.DB00257
mondo.0001657-drugbank.DB00945
mondo.0001657-drugbank.DB00958
mondo.0001657-drugbank.DB00515
mondo.0001657-drugbank.DB00262
mondo.0001657-drugbank.DB00987
mondo.0001673-drugbank.DB00759
mondo.0001673-drugbank.DB09089
mondo.0001673-drugbank.DB04216
mondo.0001673-drugbank.DB00795
mondo.0001673-drugbank.DB00273
mondo.0001673-drugbank.DB08626
mondo.0001673-drugbank.DB00372
mondo.0001673-drugbank.DB00421
mondo.0001673-drugbank.DB00641
mondo.0001673-drugbank.DB13011
mondo.0001673-drugbank.DB00295
mondo.0001673-drugbank.DB00213
mondo.0001673-drugbank.DB00904
mondo.0001673-drugbank.DB00860
mondo.0001673-drugbank.DB01045
mondo.0001673-drugbank.DB00916
mondo.0001673-drugbank.DB00338
mondo.0001673-drugbank.DB00104
mondo.0001673-drugbank.DB00836
mondo.0001673-drugbank.DB01233
mondo.0001673-drugbank.DB00328
mondo.0001673-drugbank.DB12551
mondo.0001673-drugbank.DB00244
mondo.0001673-drugbank.DB00741
mondo.0001673-drugbank.DB04703
mondo.0001673-drugbank.DB06262
mondo.0001673-drugbank.DB08861
mondo.0001673-drugbank.DB00091
mondo.0001673-drugbank.DB11672
mondo.0001673-drugbank.DB00318
mondo.0001673-drugbank.DB01234
mondo.0001673-drugbank.DB04815
mondo.0001673-drugbank.DB01593
mondo.0001673-drugbank.DB00207
mondo.0001673-drugbank.DB00572
mondo.0001673-drugbank.DB00537
mondo.0001673-drugbank.DB01143
mondo.0001674-drugbank.DB01616
mondo.0001676-drugbank.DB04931
mondo.0001684-drugbank.DB00085
mondo.0001692-drugbank.DB00007
mondo.0001699-drugbank.DB00525
mondo.0001700-drugbank.DB11596
mondo.0001700-drugbank.DB00650
mondo.0001701-drugbank.DB01053
mondo.0001701-drugbank.DB00254
mondo.0001701-drugbank.DB02703
mondo.0001705-drugbank.DB00635
mondo.0001705-drugbank.DB06412
mondo.0001711-drugbank.DB00512
mondo.0001711-drugbank.DB00599
mondo.0001711-drugbank.DB01421
mondo.0001711-drugbank.DB00860
mondo.0001711-drugbank.DB00653
mondo.0001711-drugbank.DB00916
mondo.0001711-drugbank.DB01205
mondo.0001711-drugbank.DB00709
mondo.0001711-drugbank.DB12942
mondo.0001711-drugbank.DB01914
mondo.0001711-drugbank.DB01174
mondo.0001711-drugbank.DB06151
mondo.0001711-drugbank.DB00921
mondo.0001711-drugbank.DB01200
mondo.0001711-drugbank.DB00994
mondo.0001711-drugbank.DB00581
mondo.0001711-drugbank.DB01220
mondo.0001711-drugbank.DB15581
mondo.0001713-drugbank.DB00635
mondo.0001718-drugbank.DB00635
mondo.0001734-drugbank.DB00877
mondo.0001734-drugbank.DB01590
mondo.0001741-drugbank.DB01070
mondo.0001741-drugbank.DB00136
mondo.0001741-drugbank.DB01436
mondo.0001744-drugbank.DB00742
mondo.0001744-drugbank.DB01085
mondo.0001744-drugbank.DB00981
mondo.0001744-drugbank.DB09462
mondo.0001744-drugbank.DB00819
mondo.0001744-drugbank.DB00703
mondo.0001744-drugbank.DB01144
mondo.0001744-drugbank.DB11396
mondo.0001751-drugbank.DB01586
mondo.0001751-drugbank.DB08844
mondo.0001751-drugbank.DB01041
mondo.0001751-drugbank.DB08833
mondo.0001751-drugbank.DB00877
mondo.0001751-drugbank.DB00635
mondo.0001751-drugbank.DB00860
mondo.0001751-drugbank.DB00118
mondo.0001751-drugbank.DB01065
mondo.0001751-drugbank.DB01165
mondo.0001751-drugbank.DB05383
mondo.0001751-drugbank.DB00959
mondo.0001751-drugbank.DB01592
mondo.0001751-drugbank.DB00997
mondo.0001751-drugbank.DB03404
mondo.0001751-drugbank.DB00199
mondo.0001751-drugbank.DB01174
mondo.0001751-drugbank.DB00091
mondo.0001751-drugbank.DB00493
mondo.0001751-drugbank.DB13352
mondo.0001751-drugbank.DB00694
mondo.0001751-drugbank.DB11635
mondo.0001751-drugbank.DB00163
mondo.0001751-drugbank.DB13242
mondo.0001751-drugbank.DB00477
mondo.0001754-drugbank.DB00653
mondo.0001754-drugbank.DB00252
mondo.0001754-drugbank.DB01119
mondo.0001754-drugbank.DB00829
mondo.0001754-drugbank.DB11785
mondo.0001794-drugbank.DB04930
mondo.0001794-drugbank.DB11087
mondo.0001794-drugbank.DB13752
mondo.0001794-drugbank.DB00431
mondo.0001794-drugbank.DB09350
mondo.0001794-drugbank.DB00281
mondo.0001795-drugbank.DB13860
mondo.0001795-drugbank.DB14006
mondo.0001795-drugbank.DB00936
mondo.0001797-drugbank.DB01017
mondo.0001797-drugbank.DB00537
mondo.0001797-drugbank.DB13092
mondo.0001797-drugbank.DB01165
mondo.0001797-drugbank.DB01059
mondo.0001797-drugbank.DB02703
mondo.0001797-drugbank.DB01082
mondo.0001797-drugbank.DB00263
mondo.0001797-drugbank.DB01212
mondo.0001797-drugbank.DB00618
mondo.0001797-drugbank.DB00254
mondo.0001797-drugbank.DB00207
mondo.0001818-drugbank.DB00564
mondo.0001821-drugbank.DB11653
mondo.0001821-drugbank.DB04908
mondo.0001823-drugbank.DB00661
mondo.0001823-drugbank.DB00489
mondo.0001823-drugbank.DB01164
mondo.0001823-drugbank.DB01118
mondo.0001824-drugbank.DB00635
mondo.0001824-drugbank.DB00959
mondo.0001824-drugbank.DB01042
mondo.0001835-drugbank.DB00987
mondo.0001836-drugbank.DB01200
mondo.0001854-drugbank.DB06262
mondo.0001858-drugbank.DB00443
mondo.0001860-drugbank.DB00115
mondo.0001860-drugbank.DB01592
mondo.0001860-drugbank.DB14491
mondo.0001860-drugbank.DB13387
mondo.0001860-drugbank.DB11089
mondo.0001860-drugbank.DB00158
mondo.0001866-drugbank.DB12543
mondo.0001867-drugbank.DB01026
mondo.0001881-drugbank.DB00427
mondo.0001881-drugbank.DB02638
mondo.0001881-drugbank.DB00871
mondo.0001881-drugbank.DB00339
mondo.0001881-drugbank.DB00806
mondo.0001881-drugbank.DB00860
mondo.0001881-drugbank.DB01045
mondo.0001881-drugbank.DB00235
mondo.0001881-drugbank.DB00368
mondo.0001881-drugbank.DB00227
mondo.0001881-drugbank.DB00472
mondo.0001881-drugbank.DB00760
mondo.0001881-drugbank.DB01050
mondo.0001881-drugbank.DB09526
mondo.0001881-drugbank.DB00741
mondo.0001881-drugbank.DB00951
mondo.0001881-drugbank.DB00704
mondo.0001881-drugbank.DB01183
mondo.0001881-drugbank.DB00330
mondo.0001881-drugbank.DB01240
mondo.0001881-drugbank.DB00988
mondo.0001881-drugbank.DB00841
mondo.0001881-drugbank.DB01075
mondo.0001881-drugbank.DB01234
mondo.0001881-drugbank.DB01151
mondo.0001881-drugbank.DB08831
mondo.0001881-drugbank.DB00080
