sourceDomainId,targetDomainId,created,dataSources,type,updated
meddra.10000081,hpo.0002027,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10039788,hpo.0001051,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10021118,hpo.0001252,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10055204,hpo.0004844,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10003239,hpo.0002829,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10011005,hpo.0001131,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10013952,hpo.0001618,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10043189,hpo.0001009,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10003883,hpo.0000027,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10061019,hpo.0030692,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10007625,hpo.0030149,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10021309,hpo.0032024,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10002652,hpo.0046502,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10028576,hpo.0005547,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10031094,hpo.0002310,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10039083,hpo.0012384,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10037508,hpo.0011859,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10028596,hpo.0001658,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10036364,hpo.0007787,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10028629,hpo.0002913,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10003445,hpo.0001541,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10030308,hpo.0001539,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10020377,hpo.0010606,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10007509,hpo.0030843,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10036105,hpo.0001271,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10043996,hpo.0032792,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10049418,hpo.0001645,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10033864,hpo.0011999,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10011758,hpo.0033188,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10003525,hpo.0011951,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10048223,hpo.0000217,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10020989,hpo.0000224,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10001076,hpo.0000255,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10027807,hpo.0032163,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10043563,hpo.0001894,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10050515,hpo.0004409,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10049460,hpo.0012651,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10043088,hpo.0002789,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10046947,hpo.0030017,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10033733,hpo.0200034,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10002535,hpo.0009916,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10038979,hpo.0005200,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10001926,hpo.0009827,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10013963,hpo.0002094,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10027266,hpo.0002435,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10029159,hpo.0009741,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10001540,hpo.0031943,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10021649,hpo.0002311,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10060874,hpo.0031649,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10048302,hpo.0001970,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10008948,hpo.0005558,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10065584,hpo.0008661,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10020587,hpo.0003072,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10042080,hpo.0012126,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10021665,hpo.0002516,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10027599,hpo.0002076,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10048810,hpo.0032227,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10020112,hpo.0001007,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10023350,hpo.0001097,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10020952,hpo.0012417,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10069339,hpo.0001919,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10001367,hpo.0000846,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10006445,hpo.0002110,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10014743,hpo.0012114,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10010741,hpo.0000509,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10011692,hpo.0000973,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10055646,hpo.0033165,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10030910,hpo.0000648,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10019909,hpo.0100790,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10043566,hpo.0001907,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10047697,hpo.0002580,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10028899,hpo.0410291,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10019077,hpo.0000738,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10013642,hpo.0002307,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10029223,hpo.0033345,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10040047,hpo.0100806,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10003062,hpo.0002186,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10034040,hpo.0006671,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10011703,hpo.0000961,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10033661,hpo.0001876,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10014579,hpo.0030249,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10018491,hpo.0000853,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10000496,hpo.0001061,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10035484,hpo.0011857,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10036693,hpo.0008200,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10035774,hpo.0004447,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10019717,hpo.0012115,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10008531,hpo.0025143,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10048692,hpo.0030836,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10005056,hpo.0009725,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10020920,hpo.0011105,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10002855,hpo.0000739,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10019252,hpo.0012722,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10028333,hpo.0003394,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10005169,hpo.0000618,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10034923,hpo.0009829,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10047295,hpo.0001714,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10063648,hpo.0012492,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10003226,hpo.0004947,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10004908,hpo.0007302,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10039491,hpo.0100242,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10061246,hpo.0008419,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10030875,hpo.0000602,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10019614,hpo.0012151,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10040560,hpo.0031273,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10062352,hpo.0011947,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
meddra.10051425,hpo.0033279,2023-04-02T22:25:51.541000,['bioontology.org'],SideEffectSameAsPhenotype,2023-04-02T22:25:51.541000
