sourceDomainId,targetDomainId,created,dataSources,type,updated
uniprot.P16219,entrez.35,2023-04-02T23:15:53.829000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.829000
uniprot.P49748,entrez.37,2023-04-02T23:15:53.829000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.829000
uniprot.Q15027,entrez.9744,2023-04-02T23:15:53.829000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.829000
uniprot.Q15057,entrez.23527,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q96P50,entrez.116983,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.O00400,entrez.9197,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q8NC06,entrez.79777,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q5T8D3,entrez.91452,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q9BR61,entrez.84320,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q8N6N7,entrez.414149,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q96GR2,entrez.23205,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q5FVE4,entrez.81616,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.P07108,entrez.1622,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q6JQN1,entrez.80724,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q709F0,entrez.84129,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.P45954,entrez.36,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q96AP0,entrez.65057,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q9BYF1,entrez.59272,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q8TDN7,entrez.125981,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q5QJU3,entrez.340485,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q9NUN7,entrez.55331,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.P22303,entrez.43,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.P12821,entrez.1636,2023-04-02T23:15:53.830000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.830000
uniprot.Q9GZZ6,entrez.57053,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.Q15822,entrez.1135,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.P32297,entrez.1136,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.P43681,entrez.1137,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.P30532,entrez.1138,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.Q15825,entrez.8973,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.P36544,entrez.1139,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.Q9UGM1,entrez.55584,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.P02708,entrez.1134,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.P17787,entrez.1141,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.Q05901,entrez.1142,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.P30926,entrez.1143,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.P11230,entrez.1140,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.Q07001,entrez.1144,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.Q04844,entrez.1145,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.P07510,entrez.1146,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.Q9UKV3,entrez.22985,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
uniprot.Q07912,entrez.10188,2023-04-02T23:15:53.831000,['uniprot'],ProteinEncodedByGene,2023-04-02T23:15:53.831000
